PoL_Timestamp,Currency.Code,Order.number,Quantity,Amount,Outstanding.Quantity,Outstanding.Amount,Qty_.to.Receive,Quantity.Received,ItemNo,k_ExpectedReceiptDate,k_RequestedReceiptDate,k_ConfirmedDeliveryDate,k_ETCDate,k_B_L.Date,k_OrderDate,k_PostingDate,k_DateReceived,PoH_Timestamp
2.02309E+13,USD,4513176013,1039,31965,0,0,0,1039,908782,20230922,20231015,20230831,2023,20230921,20230428,20230921,20230921,2.02309E+13
2.02302E+13,USD,4536565257,856,26863,0,0,0,856,130062,20230217,20230215,20221231,2022,20230217,20220922,20230216,20230216,2.02302E+13
2.02301E+13,USD,4594769991,31,959,31,959,31,0,130062,20230213,20230301,20221231,2022,NULL,20220922,NULL,NULL,2.02301E+13
2.02303E+13,USD,4520288581,31,959,0,0,0,31,130062,20230314,20230215,20221231,2022,20230313,20220922,20230313,20230313,2.02303E+13
2.02302E+13,USD,4515406104,917,28782,0,0,0,917,130062,20230217,20230215,20221231,2022,20230217,20220922,20230216,20230216,2.02302E+13
2.02302E+13,USD,4519500082,1161,36458,0,0,0,1161,130062,20230217,20230215,20221231,2022,20230217,20220922,20230216,20230216,2.02302E+13
2.02302E+13,USD,4518226863,61,1917,0,0,0,61,577283,20230216,20230215,20221231,2022,20230215,20220922,20230215,20230215,2.02302E+13
2.02302E+13,USD,4522719470,1864,58468,0,0,0,1864,577283,20230216,20230215,20221231,2022,20230215,20220922,20230215,20230215,2.02302E+13
2.02307E+13,USD,4540157287,92,2875,0,0,0,92,577283,20230303,20230215,20221231,2022,20230207,20220922,20230302,20230302,2.02307E+13
2.02304E+13,USD,4530834341,92,2530,0,0,0,92,447593,20230323,20230215,20221231,2022,20230217,20220922,20230413,20230413,2.02304E+13
2.02304E+13,USD,4522526665,122,3373,0,0,0,122,447593,20230323,20230215,20221231,2022,20230217,20220922,20230413,20230413,2.02304E+13
2.02301E+13,USD,4512851646,92,2542,0,0,0,92,852218,20230118,20230127,20221215,2022,20230119,20220824,20230117,20230117,2.02301E+13
2.02302E+13,USD,4516220389,153,2921,0,0,0,153,307351,20230220,20230127,20221231,2022,20230217,20220824,20230217,20230217,2.02302E+13
2.02301E+13,USD,4542142879,122,2914,0,0,0,122,658590,20230117,20230127,20221130,2022,20230116,20220824,20230116,20230116,2.02301E+13
2.02309E+13,USD,4546026858,978,23368,0,0,0,978,593135,20230922,20231015,20230831,2023,20230921,20230428,20230921,20230921,2.02309E+13
2.02301E+13,USD,4526698250,672,20925,0,0,0,672,843951,20221229,20230215,20221215,2022,20221227,20220922,20221228,20221228,2.02301E+13
2.02303E+13,USD,4537995402,153,4136,0,0,0,153,291490,20230314,20230215,20230115,2023,20230313,20220922,20230307,20230307,2.02303E+13
2.02309E+13,USD,4513855322,519,12232,0,0,0,519,572287,20230919,20231015,20230831,2023,20230918,20230428,20230918,20230918,2.02309E+13
2.02309E+13,USD,4532619479,519,12232,0,0,0,519,572287,20230919,20231015,20230831,2023,20230918,20230428,20230918,20230918,2.02309E+13
2.02302E+13,USD,4530981578,978,21784,0,0,0,978,902295,20230216,20230223,20221231,2022,20230215,20220922,20230215,20230215,2.02302E+13
2.02301E+13,USD,4548167338,153,3967,0,0,0,153,998666,20230104,20230115,20221130,2022,20230103,20220824,20230103,20230103,2.02301E+13
2.02301E+13,USD,4525092432,92,2394,0,0,0,92,920450,20230104,20230115,20221130,2022,20230103,20220824,20230103,20230103,2.02301E+13
2.02301E+13,USD,4554146409,122,3326,0,0,0,122,920450,20230118,20230328,20221215,2022,20230119,20220824,20230117,20230117,2.02301E+13
2.02309E+13,USD,4534376751,428,9993,0,0,0,428,736658,20220317,20211015,20211231,2021,20220316,20210531,20220316,20220316,2.02309E+13
2.02309E+13,USD,4539956700,642,14989,0,0,0,642,736658,20220317,20211015,20211231,2021,20220316,20210531,20220316,20220316,2.02309E+13
2.02301E+13,USD,4523800750,336,5552,0,0,0,336,173126,20230112,20230115,20221130,2022,20230111,20220824,20230111,20230111,2.02301E+13
2.02301E+13,USD,4529063845,214,3668,0,0,0,214,351092,20230117,20230115,20221130,2022,20230120,20220824,20230116,20230116,2.02301E+13
2.02301E+13,USD,4534131293,31,522,0,0,0,31,351092,20230117,20230115,20221130,2022,20230120,20220824,20230116,20230116,2.02301E+13
2.02301E+13,USD,4516981296,214,3653,0,0,0,214,351092,20230117,20230115,20221130,2022,20230120,20220824,20230116,20230116,2.02301E+13
2.02303E+13,USD,4530302902,367,9302,0,0,0,367,407626,20230314,20230215,20230115,2023,20230313,20220922,20230307,20230307,2.02303E+13
2.02301E+13,USD,4524124462,122,2400,0,0,0,122,713034,20230119,20230115,20221130,2022,20230118,20220824,20230118,20230118,2.02301E+13
2.02301E+13,USD,4516520188,397,7555,0,0,0,397,713034,20230117,20230115,20221130,2022,20230120,20220824,20230116,20230116,2.02301E+13
2.02301E+13,USD,4520598046,31,457,0,0,0,31,162580,20230126,20230115,20221215,2022,20230125,20220824,20230126,20230126,2.02301E+13
2.02301E+13,USD,4527676043,856,12790,0,0,0,856,162580,20230126,20230115,20221215,2022,20230125,20220824,20230126,20230126,2.02301E+13
2.02301E+13,USD,4530369038,1039,19717,0,0,0,1039,997669,20230124,20230202,20221130,2022,20230118,20220824,20230118,20230118,2.02301E+13
2.02302E+13,USD,4533713841,31,578,0,0,0,31,721334,20230208,20230115,20221231,2022,20230207,20220824,20230207,20230207,2.02302E+13
2.02302E+13,USD,4544573491,550,10411,0,0,0,550,721334,20230213,20230115,20221231,2022,20230210,20220824,20230210,20230210,2.02302E+13
2.02301E+13,USD,4516135219,61,1811,0,0,0,61,696392,20230126,20230215,20221231,2022,20230126,20220922,20230126,20230126,2.02301E+13
2.02301E+13,USD,4539615612,61,1882,0,0,0,61,696392,20230126,20230215,20221231,2022,20230126,20220922,20230126,20230126,2.02301E+13
2.02302E+13,USD,4510565760,92,2756,0,0,0,92,841355,20230202,20230115,20221130,2022,20230201,20220824,20230201,20230201,2.02302E+13
2.02309E+13,USD,4513197105,764,17714,0,0,0,764,879948,20230911,20231015,20230831,2023,20230908,20230428,20230908,20230908,2.02309E+13
2.02301E+13,USD,4527970132,31,479,0,0,0,31,949031,20230118,20230115,20221130,2022,20230117,20220824,20230117,20230117,2.02301E+13
2.0231E+13,USD,4540637013,1008,15931,0,0,0,1008,678300,20231013,20231015,20230831,2023,20231012,20230428,20231012,20231012,2.0231E+13
2.0231E+13,USD,4532827882,733,11586,0,0,0,733,678300,20231013,20231015,20230831,2023,20231012,20230428,20231012,20231012,2.0231E+13
2.02301E+13,USD,4531449753,31,937,0,0,0,31,868354,20230130,20230215,20221231,2022,20230127,20220922,20230127,20230127,2.02301E+13
2.02307E+13,USD,4517463320,733,20701,0,0,0,733,905971,20230308,20230215,20221231,2022,20230216,20220922,20230228,20230228,2.02307E+13
2.02302E+13,USD,4579455859,122,2087,0,0,0,122,537367,20230214,20230215,20221231,2022,20230213,20220922,20230214,20230214,2.02302E+13
2.02302E+13,USD,4516222755,61,1043,0,0,0,61,537367,20230228,20230215,20221231,2022,20230227,20220922,20230227,20230227,2.02302E+13
2.02302E+13,USD,4537597833,183,3062,0,0,0,183,537367,20230214,20230224,20230115,2022,20230213,20220922,20230215,20230215,2.02302E+13
2.02302E+13,USD,4533482769,122,2878,0,0,0,122,677711,20230209,20230215,20230131,2022,20230208,20220922,20230208,20230208,2.02302E+13
2.02307E+13,USD,4514129661,92,2145,0,0,0,92,784172,20230330,20230215,20230131,2023,20230329,20220922,20230329,20230329,2.02307E+13
2.02304E+13,USD,4585889845,92,2145,0,0,0,92,784172,20230404,20230215,20230131,2023,20230403,20220922,20230404,20230404,2.02304E+13
2.02303E+13,USD,4532654416,61,1430,0,0,0,61,784172,20230308,20230215,20230131,2023,20230307,20220922,20230307,20230307,2.02303E+13
2.02303E+13,USD,4520110907,31,567,0,0,0,31,532657,20230316,20230215,20230131,2023,20230315,20220922,20230315,20230315,2.02303E+13
2.02303E+13,USD,4536084226,367,6809,0,0,0,367,556020,20230221,20230309,20230115,2023,20230220,20220922,20230301,20230301,2.02303E+13
2.02301E+13,USD,4518553096,31,438,0,0,0,31,422078,20230124,20230126,20221215,2022,20230123,20220824,20230123,20230123,2.02301E+13
2.02301E+13,USD,4535194515,153,2385,0,0,0,153,422078,20230118,20230115,20221215,2022,20230117,20220824,20230118,20230118,2.02301E+13
2.02309E+13,USD,4539033852,1161,21967,0,0,0,1161,590003,20230921,20231015,20230831,2023,20230920,20230428,20230920,20230920,2.02309E+13
2.02307E+13,USD,4532480087,31,561,0,0,0,31,209670,20230228,20230215,20221231,2022,20230221,20220922,20230223,20230223,2.02307E+13
2.02302E+13,USD,4520631262,31,652,0,0,0,31,209670,20230216,20230215,20230131,2022,20230213,20220922,20230217,20230217,2.02302E+13
2.02307E+13,USD,4538239153,61,1122,0,0,0,61,209670,20230228,20230215,20221231,2022,20230221,20220922,20230223,20230223,2.02307E+13
2.02304E+13,USD,4535601459,61,1674,0,0,0,61,156313,20230710,20230115,20221215,2022,20230216,20220824,20230425,20230425,2.02304E+13
2.02309E+13,USD,4511413189,367,6937,0,0,0,367,268687,20230926,20231015,20230831,2023,20230925,20230428,20230925,20230925,2.02309E+13
2.0231E+13,USD,4511542242,61,1058,0,0,0,61,620466,20231003,20231015,20230831,2023,20231002,20230428,20231002,20231002,2.0231E+13
2.02302E+13,USD,4512622625,122,1795,0,0,0,122,192425,20230206,20230115,20221215,2022,20230203,20220824,20230203,20230203,2.02302E+13
2.02301E+13,USD,4597396579,92,1264,0,0,0,92,192425,20230117,20230115,20221130,2022,20230120,20220824,20230116,20230116,2.02301E+13
2.02306E+13,USD,4544063162,61,898,0,0,0,61,192425,20230210,20230115,20221215,2022,20230203,20220824,20230217,20230217,2.02306E+13
2.02302E+13,USD,4512685044,92,2007,0,0,0,92,845634,20230210,20230215,20221231,2022,20230209,20220922,20230209,20230209,2.02302E+13
2.02303E+13,USD,4542194367,61,1338,0,0,0,61,845634,20230307,20230215,20221231,2022,20230306,20220922,20230306,20230306,2.02303E+13
2.02303E+13,USD,4544037824,61,1467,0,0,0,61,302351,20230303,20230215,20221231,2022,20230302,20220922,20230302,20230302,2.02303E+13
2.02303E+13,USD,4530445780,31,896,0,0,0,31,444553,20230301,20230215,20221231,2022,20230228,20220922,20230301,20230301,2.02303E+13
2.02303E+13,USD,4547884422,61,1866,0,0,0,61,175239,20230301,20230215,20221231,2022,20230228,20220922,20230301,20230301,2.02303E+13
2.02302E+13,USD,4524441352,214,5045,0,0,0,214,161900,20230217,20230215,20221231,2022,20230221,20220922,20230221,20230221,2.02302E+13
2.02302E+13,USD,4529909296,153,3188,0,0,0,153,539498,20230215,20230215,20221231,2022,20230214,20220922,20230214,20230214,2.02302E+13
2.02303E+13,USD,4540127403,275,6916,0,0,0,275,755948,20230214,20230215,20221231,2022,20230213,20220922,20230213,20230213,2.02303E+13
2.02307E+13,USD,4522523379,153,2255,0,0,0,153,192302,20210612,20210515,20210415,2021,20210614,20210113,20210614,20210614,2.02307E+13
2.02302E+13,USD,4521524888,61,964,0,0,0,61,397357,20230210,20230215,20230105,2022,20230209,20220922,20230209,20230209,2.02302E+13
2.02302E+13,USD,4522661489,122,1929,0,0,0,122,397357,20230210,20230215,20230105,2022,20230209,20220922,20230209,20230209,2.02302E+13
2.02302E+13,USD,4528813736,122,1929,0,0,0,122,397357,20230210,20230215,20230105,2022,20230209,20220922,20230209,20230209,2.02302E+13
2.02301E+13,USD,4520838247,306,5833,0,0,0,306,368543,20230105,20230115,20221130,2022,20230105,20220824,20230105,20230105,2.02301E+13
2.02301E+13,USD,4538299186,31,606,0,0,0,31,368543,20230105,20230115,20221130,2022,20230105,20220824,20230105,20230105,2.02301E+13
2.02304E+13,USD,4515753570,31,723,0,0,0,31,702800,20230419,20230315,20230131,2023,20230418,20220922,20230418,20230418,2.02304E+13
2.02304E+13,USD,4551078908,61,1446,0,0,0,61,702800,20230419,20230315,20230131,2023,20230418,20220922,20230418,20230418,2.02304E+13
2.02303E+13,USD,4528464102,61,1842,0,0,0,61,821617,20230310,20230315,20230131,2023,20230313,20220922,20230310,20230310,2.02303E+13
2.02302E+13,USD,4533162675,61,1707,0,0,0,61,814357,20230215,20230215,20221231,2022,20230220,20220922,20230214,20230214,2.02302E+13
2.02302E+13,USD,4542253371,31,779,0,0,0,31,162385,20230215,20230215,20221231,2022,20230220,20220922,20230214,20230214,2.02302E+13
2.02304E+13,USD,4511885603,31,753,0,0,0,31,536204,20230425,20230315,20230228,2023,20230424,20220922,20230424,20230424,2.02304E+13
2.02304E+13,USD,4541007708,61,1506,0,0,0,61,536204,20230425,20230315,20230228,2023,20230424,20220922,20230424,20230424,2.02304E+13
2.02304E+13,USD,4540115424,31,847,0,0,0,31,169835,20230425,20230315,20230228,2023,20230424,20220922,20230424,20230424,2.02304E+13
2.02304E+13,USD,4541894970,31,847,0,0,0,31,169835,20230425,20230315,20230228,2023,20230424,20220922,20230424,20230424,2.02304E+13
2.02302E+13,USD,4524396362,61,1523,0,0,0,61,960322,20221228,20230115,20221130,2022,20221227,20220824,20221228,20221228,2.02302E+13
2.02302E+13,USD,4522986375,31,761,0,0,0,31,960322,20221228,20230115,20221130,2022,20221227,20220824,20221228,20221228,2.02302E+13
2.02302E+13,USD,4517228112,31,720,0,0,0,31,338041,20230215,20230215,20221231,2022,20230220,20220922,20230214,20230214,2.02302E+13
2.02306E+13,USD,4521461853,51,1377,0,0,0,51,628903,20230613,20230115,20230531,2023,20230612,20220824,20230609,20230609,2.02306E+13
2.02306E+13,USD,4539899100,10,296,0,0,0,10,628903,20230613,20230115,20230531,2023,20230612,20220824,20230609,20230609,2.02306E+13
2.02306E+13,USD,4516466518,25,756,0,0,0,25,628903,20230613,20230115,20230531,2023,20230612,20220824,20230609,20230609,2.02306E+13
2.02306E+13,USD,4520522419,20,605,0,0,0,20,628903,20230613,20230115,20230531,2023,20230612,20220824,20230609,20230609,2.02306E+13
2.02306E+13,USD,4533969585,36,1058,0,0,0,36,628903,20230613,20230115,20230531,2023,20230612,20220824,20230609,20230609,2.02306E+13
2.02306E+13,USD,4519440932,127,3442,0,0,0,127,628903,20230613,20230115,20230531,2023,20230612,20220824,20230609,20230609,2.02306E+13
2.02302E+13,USD,4540259227,122,1734,0,0,0,122,321851,20230206,20230115,20221215,2022,20230203,20220824,20230203,20230203,2.02302E+13
2.02306E+13,USD,4524473858,31,464,0,0,0,31,321851,20230210,20230115,20221215,2022,20230203,20220824,20230217,20230217,2.02306E+13
2.02301E+13,USD,4513126679,275,3902,0,0,0,275,321851,20230126,20230115,20221215,2022,20230125,20220824,20230126,20230126,2.02301E+13
2.02301E+13,USD,4513303629,183,2601,183,2601,183,0,321851,20230214,20230201,20221215,2022,NULL,20220824,NULL,NULL,2.02301E+13
2.02302E+13,USD,4535340662,61,989,0,0,0,61,494605,20230206,20230115,20221215,2022,20230203,20220824,20230203,20230203,2.02302E+13
2.02301E+13,USD,4529054792,214,2868,214,2868,214,0,118103,20230214,20230201,20221215,2022,NULL,20220824,NULL,NULL,2.02301E+13
2.02304E+13,USD,4532972310,122,3967,0,0,0,122,961524,20230710,20230115,20221215,2022,20230216,20220824,20230425,20230425,2.02304E+13
2.02301E+13,USD,4531164906,31,1053,0,0,0,31,961524,20230130,20230115,20221215,2022,20230127,20220824,20230127,20230127,2.02301E+13
2.02304E+13,USD,4518704773,31,992,0,0,0,31,961524,20230710,20230115,20221215,2022,20230216,20220824,20230425,20230425,2.02304E+13
2.02303E+13,USD,4528091250,183,4110,0,0,0,183,567953,20230303,20230215,20230105,2022,20230302,20220922,20230302,20230302,2.02303E+13
2.02301E+13,USD,4517414306,31,1073,0,0,0,31,617729,20230130,20230115,20221215,2022,20230127,20220824,20230127,20230127,2.02301E+13
2.02301E+13,USD,4519713125,31,1012,0,0,0,31,617729,20230130,20230115,20221215,2022,20230127,20220824,20230127,20230127,2.02301E+13
2.02301E+13,USD,4536056146,61,898,0,0,0,61,986852,20230106,20230115,20221130,2022,20230105,20220824,20230105,20230105,2.02301E+13
2.02301E+13,USD,4512929785,122,1795,0,0,0,122,986852,20230106,20230115,20221130,2022,20230105,20220824,20230105,20230105,2.02301E+13
2.02301E+13,USD,4512324517,703,10323,0,0,0,703,986852,20230106,20230115,20221130,2022,20230105,20220824,20230105,20230105,2.02301E+13
2.02301E+13,USD,4522599435,31,449,0,0,0,31,986852,20230106,20230115,20221130,2022,20230105,20220824,20230105,20230105,2.02301E+13
2.02309E+13,USD,4518523156,92,1399,0,0,0,92,700331,20210202,20210115,20201231,2020,20210203,20200825,20210201,20210201,2.02309E+13
2.02303E+13,USD,4518690407,306,6236,0,0,0,306,245785,20230308,20230215,20230115,2023,20230307,20220922,20230307,20230307,2.02303E+13
2.02303E+13,USD,4543503533,92,1893,0,0,0,92,245785,20230314,20230215,20230115,2023,20230313,20220922,20230307,20230307,2.02303E+13
2.02304E+13,USD,4559074372,581,11988,0,0,0,581,245785,20230404,20230215,20230115,2023,20230411,20220922,20230404,20230404,2.02304E+13
2.02307E+13,USD,4542825555,31,563,0,0,0,31,198545,20230224,20230115,20221130,2022,20230216,20220824,20230303,20230303,2.02307E+13
2.02303E+13,USD,4532780095,153,5359,0,0,0,153,225870,20230214,20230215,20221231,2022,20230213,20220922,20230213,20230213,2.02303E+13
2.02303E+13,USD,4516503273,214,7503,0,0,0,214,225870,20230214,20230215,20221231,2022,20230213,20220922,20230213,20230213,2.02303E+13
2.02307E+13,USD,4583546205,92,2325,0,0,0,92,140327,20230310,20230215,20230115,2023,20230317,20220922,20230314,20230314,2.02307E+13
2.02301E+13,USD,4542151065,31,451,0,0,0,31,271495,20230124,20230115,20221130,2022,20230123,20220824,20230123,20230123,2.02301E+13
2.02301E+13,USD,4540724939,92,1352,0,0,0,92,271495,20230124,20230115,20221130,2022,20230123,20220824,20230123,20230123,2.02301E+13
2.02302E+13,USD,4537182795,122,3247,0,0,0,122,957235,20230223,20230215,20221231,2023,20230223,20220922,20230223,20230223,2.02302E+13
2.02302E+13,USD,4543082966,122,3250,0,0,0,122,957235,20230228,20230215,20221231,2023,20230227,20220922,20230227,20230227,2.02302E+13
2.02307E+13,USD,4523732405,31,819,0,0,0,31,957235,20230227,20230215,20221231,2023,20230224,20220922,20230224,20230224,2.02307E+13
2.02302E+13,USD,4530198119,1925,51145,0,0,0,1925,957235,20230215,20230215,20221231,2022,20230214,20220922,20230214,20230214,2.02302E+13
2.02307E+13,USD,4511215764,183,4871,0,0,0,183,957235,20230224,20230215,20221231,2022,20230217,20220922,20230227,20230227,2.02307E+13
2.02302E+13,USD,4537935838,244,6500,0,0,0,244,957235,20230223,20230215,20221231,2023,20230303,20220922,20230224,20230224,2.02302E+13
2.02302E+13,USD,4510870110,275,7370,0,0,0,275,957235,20230223,20230215,20221231,2023,20230223,20220922,20230223,20230223,2.02302E+13
2.02302E+13,USD,4548283942,153,4090,0,0,0,153,957235,20221216,20230215,20221231,2022,20230220,20220922,20230215,20230215,2.02302E+13
2.02302E+13,USD,4542153385,92,2435,0,0,0,92,957235,20230223,20230215,20221231,2023,20230223,20220922,20230223,20230223,2.02302E+13
2.02303E+13,USD,4543928345,519,13905,0,0,0,519,957235,20230307,20230215,20221231,2022,20230306,20220922,20230306,20230306,2.02303E+13
2.02307E+13,USD,4537819310,367,7843,0,0,0,367,266561,20230224,20230115,20221130,2022,20230216,20220824,20230303,20230303,2.02307E+13
2.02307E+13,USD,4524582669,61,1307,0,0,0,61,266561,20230224,20230115,20221130,2022,20230216,20220824,20230303,20230303,2.02307E+13
2.02307E+13,USD,4528610768,336,7189,0,0,0,336,266561,20230224,20230115,20221130,2022,20230216,20220824,20230303,20230303,2.02307E+13
2.02307E+13,USD,4541758701,214,4575,0,0,0,214,266561,20230224,20230115,20221130,2022,20230216,20220824,20230303,20230303,2.02307E+13
2.02303E+13,USD,4544682734,1584,42333,0,0,0,1584,299678,20230303,20230327,20221231,2022,20230302,20220922,20230302,20230302,2.02303E+13
2.02302E+13,USD,4515464450,275,7342,0,0,0,275,299678,20230215,20230308,20221231,2022,20230220,20220922,20230214,20230214,2.02302E+13
2.02303E+13,USD,4544654134,3300,88041,0,0,0,3300,299678,20230303,20230215,20221231,2022,20230302,20220922,20230302,20230302,2.02303E+13
2.02303E+13,USD,4513042363,1584,42333,0,0,0,1584,299678,20230303,20230327,20221231,2022,20230302,20220922,20230302,20230302,2.02303E+13
2.02301E+13,USD,4522707603,1314,34856,0,0,0,1314,294172,20230109,20230115,20221130,2022,20230106,20220824,20230106,20230106,2.02301E+13
2.02302E+13,USD,4533763576,794,20988,0,0,0,794,294172,20221213,20230224,20221130,2022,20221213,20220824,20221213,20221213,2.02302E+13
2.02302E+13,USD,4535455938,31,872,0,0,0,31,294172,20230210,20230115,20221130,2022,20230106,20220824,20230127,20230127,2.02302E+13
2.02302E+13,USD,4536054199,1563,43696,0,0,0,1563,294172,20221228,20230126,20221130,2022,20221227,20220824,20221228,20221228,2.02302E+13
2.02307E+13,USD,4568729092,61,2141,0,0,0,61,690570,20230303,20230215,20221231,2022,20230207,20220922,20230302,20230302,2.02307E+13
2.02301E+13,USD,4522786235,306,10758,0,0,0,306,690570,20230119,20230322,20221231,2022,20230118,20220922,20230118,20230118,2.02301E+13
2.02301E+13,USD,4575913280,31,1071,0,0,0,31,690570,20230126,20230215,20221231,2022,20230126,20220922,20230126,20230126,2.02301E+13
2.02301E+13,USD,4535388116,428,14963,0,0,0,428,690570,20230113,20230115,20221130,2022,20230112,20220824,20230112,20230112,2.02301E+13
2.02301E+13,USD,4533878797,153,5376,0,0,0,153,690570,20230113,20230115,20221130,2022,20230112,20220824,20230112,20230112,2.02301E+13
2.02301E+13,USD,4572072251,458,16032,0,0,0,458,690570,20230113,20230127,20221130,2022,20230112,20220824,20230112,20230112,2.02301E+13
2.02301E+13,USD,4536891309,92,3226,0,0,0,92,690570,20230113,20230115,20221130,2022,20230112,20220824,20230112,20230112,2.02301E+13
2.02301E+13,USD,4531305759,31,1071,0,0,0,31,690570,20230126,20230215,20221231,2022,20230126,20220922,20230126,20230126,2.02301E+13
2.02303E+13,USD,4515098603,244,8932,0,0,0,244,690570,20230310,20230215,20221231,2022,20230314,20220922,20230310,20230310,2.02303E+13
2.02301E+13,USD,4535675526,153,5376,0,0,0,153,690570,20230104,20230115,20221130,2022,20230103,20220824,20230103,20230103,2.02301E+13
2.02301E+13,USD,4526585229,244,6634,0,0,0,244,585143,20221115,20221115,20220930,2022,20221114,20220624,20221114,20221114,2.02301E+13
2.02306E+13,USD,4541183841,92,2557,0,0,0,92,585143,20230217,20230115,20221130,2022,20230111,20220824,20230215,20230215,2.02306E+13
2.02301E+13,USD,4538189201,92,2626,0,0,0,92,585143,20230109,20230115,20221130,2022,20230106,20220824,20230106,20230106,2.02301E+13
2.02301E+13,USD,4543604237,61,1751,0,0,0,61,585143,20230109,20230115,20221130,2022,20230106,20220824,20230106,20230106,2.02301E+13
2.02306E+13,USD,4516687710,31,900,0,0,0,31,585143,20230217,20230115,20221130,2022,20230111,20220824,20230215,20230215,2.02306E+13
2.02307E+13,USD,4596500971,31,691,0,0,0,31,713532,20230224,20230115,20221130,2022,20230216,20220824,20230303,20230303,2.02307E+13
2.02301E+13,USD,4533153797,31,630,0,0,0,31,713532,20230106,20230115,20221130,2022,20230112,20220824,20230109,20230109,2.02301E+13
2.02301E+13,USD,4574571669,183,3430,0,0,0,183,205237,20230106,20230115,20221130,2022,20230105,20220824,20230105,20230105,2.02301E+13
2.02301E+13,USD,4526173498,2872,53565,0,0,0,2872,205237,20230106,20230115,20221130,2022,20230105,20220824,20230105,20230105,2.02301E+13
2.02301E+13,USD,4512098962,31,676,0,0,0,31,340854,20230126,20230215,20221231,2022,20230126,20220922,20230126,20230126,2.02301E+13
2.02303E+13,USD,4543168269,31,678,0,0,0,31,340854,20230310,20230215,20221231,2022,20230314,20220922,20230310,20230310,2.02303E+13
2.02303E+13,USD,4563382039,509,11325,0,0,0,509,340854,20230314,20230223,20221231,2022,20230313,20220922,20230313,20230313,2.02303E+13
2.02306E+13,USD,4511855791,61,1371,0,0,0,61,340854,20230203,20230215,20221231,2022,20230130,20220922,20230209,20230209,2.02306E+13
2.02302E+13,USD,4538032927,1986,43911,0,0,0,1986,340854,20230224,20230215,20221231,2022,20230223,20220922,20230223,20230223,2.02302E+13
2.02303E+13,USD,4526542065,306,4971,0,0,0,306,100235,20230310,20230215,20221231,2022,20230314,20220922,20230310,20230310,2.02303E+13
2.02303E+13,USD,4513087942,489,17286,0,0,0,489,546099,20230315,20230215,20221231,2022,20230314,20220922,20230310,20230310,2.02303E+13
2.02302E+13,USD,4510499483,214,7563,0,0,0,214,546099,20230216,20230215,20221231,2022,20230215,20220922,20230215,20230215,2.02302E+13
2.02301E+13,USD,4517594582,92,3241,92,3241,92,0,546099,20230213,20230201,20221231,2022,NULL,20220922,NULL,NULL,2.02301E+13
2.02302E+13,USD,4541474368,31,1083,0,0,0,31,546099,20230221,20230215,20221231,2022,20230208,20220922,20230208,20230208,2.02302E+13
2.02303E+13,USD,4515055570,428,15126,0,0,0,428,546099,20230315,20230215,20221231,2022,20230314,20220922,20230310,20230310,2.02303E+13
2.02301E+13,USD,4587116509,31,1080,31,1080,31,0,546099,20230213,20230201,20221231,2022,NULL,20220922,NULL,NULL,2.02301E+13
2.02301E+13,USD,4531988860,122,4324,122,4324,122,0,546099,20230220,20230201,20221231,2022,NULL,20220922,NULL,NULL,2.02301E+13
2.02307E+13,USD,4544521846,61,1446,0,0,0,61,268230,20230227,20230215,20221231,2022,20230224,20220922,20230228,20230228,2.02307E+13
2.02303E+13,USD,4543373177,550,13013,0,0,0,550,268230,20230317,20230215,20221231,2022,20230316,20220922,20230310,20230310,2.02303E+13
2.02303E+13,USD,4553687613,397,9318,0,0,0,397,268230,20230315,20230215,20230115,2023,20230320,20220922,20230314,20230314,2.02303E+13
2.02303E+13,USD,4527787606,611,14458,0,0,0,611,268230,20230317,20230215,20221231,2022,20230316,20220922,20230310,20230310,2.02303E+13
2.02307E+13,USD,4521502658,336,7885,0,0,0,336,268230,20230310,20230215,20230115,2023,20230303,20220922,20230307,20230307,2.02307E+13
2.02307E+13,USD,4549972424,122,2892,0,0,0,122,268230,20230227,20230215,20221231,2022,20230224,20220922,20230228,20230228,2.02307E+13
2.02303E+13,USD,4536542828,397,10502,0,0,0,397,633310,20230310,20230215,20230115,2023,20230309,20220922,20230309,20230309,2.02303E+13
2.02303E+13,USD,4543526133,489,12926,0,0,0,489,633310,20230217,20230215,20221231,2022,20230216,20220922,20230213,20230213,2.02303E+13
2.02303E+13,USD,4530320877,183,4847,0,0,0,183,633310,20230310,20230215,20230115,2023,20230309,20220922,20230309,20230309,2.02303E+13
2.02307E+13,USD,4542231884,61,1616,0,0,0,61,633310,20230310,20230215,20230115,2023,20230317,20220922,20230314,20230314,2.02307E+13
2.02302E+13,USD,4541628491,2383,73094,0,0,0,2383,975026,20230224,20230215,20221231,2022,20230303,20220922,20230224,20230224,2.02302E+13
2.02303E+13,USD,4517316159,122,3761,0,0,0,122,975026,20230316,20230215,20230131,2023,20230315,20220922,20230315,20230315,2.02303E+13
2.02304E+13,USD,4514921293,61,1880,0,0,0,61,975026,20230419,20230215,20230131,2023,20230419,20220922,20230418,20230418,2.02304E+13
2.02302E+13,USD,4544302828,2597,79654,0,0,0,2597,975026,20230224,20230215,20221231,2022,20230303,20220922,20230224,20230224,2.02302E+13
2.02302E+13,USD,4522570309,2475,75905,0,0,0,2475,975026,20230224,20230215,20221231,2022,20230303,20220922,20230224,20230224,2.02302E+13
